Order_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Customer_Country,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Region,Warehouse_ID,Warehouse_Location,Transportation_Mode,Order_Quantity,Unit_Price,Total_Cost,Shipping_Cost,Delivery_Time_Days,Inventory_Level,Order_Status,Profit
102171,2024-09-19,2024-09-23,2024-12-10,C6182,Asia,India,P96314,Router,Electronics,S186,Orionupplies,Middleast,WH0,Cairo,Sea,451,54.52,14788.52,2.19,19,4974,Delivered,11821.99
102172,2024-11-12,2024-12-16,2024-12-20,C3747,Northmerica,Canada,P32555,Storageabinet,Furniture,S423,Orionupplies,Middleast,WH6,Amsterdam,Road,165,92.46,8255.9,8.81,4,3041,Delivered,3933.93
102173,2024-04-30,2024-04-30,2024-05-17,C9542,Middleast,Saudirabia,P56529,Handanitizerase,Healthcare,S979,Evergreenartners,Europe,WH6,Amsterdam,Sea,282,1.09,947.38,0.25,15,942,Delivered,1447.48
102174,2025-06-23,2025-06-25,2025-07-01,C5326,Africa,Kenya,P74162,Bookshelf,Furniture,S960,Vertexanufacturing,Africa,WH4,Istanbul,Rail,62,4.81,18.22,0.72,6,1216,Delivered,641.36
102175,2024-02-04,2024-07-04,2024-07-19,C6891,Asia,Vietnam,P28254,Detergentag,FMCG,S876,Crescentogistics,Middleast,WH2,Lahore,Sea,41,6.33,69.53,0.08,15,2177,Delivered,32.85
102176,2024-12-11,2024-12-11,2024-12-18,C8201,Africa,Nigeria,P15277,Bluetoothpeaker,Electronics,S434,Summitupplyo,Africa,WH9,Johannesburg,Road,355,50.13,3296.15,6.24,7,2000,Delivered,11950.08
102177,2025-05-13,2025-05-13,2025-06-01,C6101,Middleast,Saudirabia,P46821,Smartatch,Electronics,S421,Pioneeristribution,Middleast,WH4,Istanbul,Sea,87,57.44,1097.28,5.56,19,1110,Inransit,3463.52
102178,2024-04-12,2024-07-12,2024-12-23,C7307,Asia,Malaysia,P41574,Snackarton,FMCG,S635,Novandustrial,Middleast,WH8,Chicago,Rail,399,7.27,890.73,1.75,16,1608,Delivered,1034.09
102179,2025-02-19,2025-02-21,2025-03-13,C1110,Middleast,Oman,P52337,Firstidit,Healthcare,S252,Summitupplyo,Asia,WH8,Chicago,Sea,22,2.03,584.66,1.11,20,1093,Delivered,387.41
102180,2025-08-03,2025-08-03,2025-08-09,C5773,Middleast,Oman,P12251,Socksack,Apparel,S377,Evergreenartners,Middleast,WH9,Johannesburg,Air,421,0.88,1420.48,4.28,6,1013,Delivered,6394.3
102181,2024-10-01,2024-12-01,2024-12-16,C8088,Northmerica,Canada,P60216,Faceaskox,Healthcare,S548,BlueRiverrading,Africa,WH8,Chicago,Rail,424,6.08,1057.92,9.01,15,2633,Delivered,757.88
102182,2025-07-02,2025-09-02,2025-09-06,C9455,Africa,Egypt,P35832,Bottledaterase,FMCG,S326,Atlasourcing,Middleast,WH0,Cairo,Rail,148,9.91,906.68,5.23,4,3189,Delivered,473.2
102183,2025-08-05,2025-09-05,2025-09-14,C8274,Asia,India,P51401,Flooramp,Furniture,S955,Vertexanufacturing,Africa,WH2,Lahore,Rail,283,86.76,2853.08,7.94,9,4343,Delivered,3584.88
102184,2024-12-12,2024-12-15,2024-12-25,C3840,Middleast,Saudirabia,P80511,Storageabinet,Furniture,S466,Crescentogistics,Asia,WH9,Johannesburg,Rail,332,12.16,7237.12,1.66,10,741,Delivered,1756.6
102185,2024-11-20,2024-11-21,2024-11-24,C4724,Northmerica,Mexico,P40875,Wirelessarbuds,Electronics,S521,Pioneeristribution,Africa,WH0,Cairo,Road,148,49.81,6571.88,8.1,3,1041,Delivered,13018.29
102186,2024-01-14,2024-01-16,2024-01-29,C8859,Asia,India,P61302,Handanitizerase,Healthcare,S235,BlueRiverrading,Middleast,WH7,Toronto,Rail,362,2.37,6197.94,0.68,13,1668,Delivered,2505.55
102187,2024-02-22,2024-02-27,2024-03-03,C8108,Africa,Southfrica,P85033,Detergentag,FMCG,S269,Atlasourcing,Europe,WH0,Cairo,Road,344,1.82,946.08,1.09,5,4245,Delivered,662.21
102188,2025-12-27,2025-12-30,2026-01-19,C5594,Asia,Vietnam,P97320,Detergentag,FMCG,S423,Crescentogistics,Africa,WH9,Johannesburg,Sea,173,0.47,541.31,4.44,20,139,Delivered,361.38
102189,2024-08-03,2024-09-03,2024-09-19,C2169,Northmerica,Mexico,P37924,Shampooack,FMCG,S210,Orionupplies,Europe,WH5,Frankfurt,Sea,287,5.06,192.22,7.13,16,1761,Delivered,1364.33
102190,2025-04-06,2025-05-06,2025-12-06,C2624,Europe,Netherlands,P17818,Toothpasteox,FMCG,S664,Crescentogistics,Europe,WH3,Dubai,Road,163,1.96,839.48,3.88,7,770,Inransit,1742.12
102191,2024-06-28,2024-06-30,2024-07-05,C4935,Asia,Bangladesh,P83586,Storageabinet,Furniture,S478,Atlasourcing,Northmerica,WH9,Johannesburg,Air,271,86.6,568.6,0.38,5,4281,Delivered,5544.55
102192,2024-01-10,2024-06-10,2024-09-10,C6434,Europe,Sweden,P67602,Hoodie,Apparel,S695,Novandustrial,Asia,WH1,Karachi,Road,477,4.65,838.05,3.15,3,3009,Delivered,5703.73
102193,2025-07-30,2025-07-30,2025-11-08,C3832,Middleast,Unitedrabmirates,P66776,Smartatch,Electronics,S545,Atlasourcing,Europe,WH9,Johannesburg,Sea,454,49.81,4213.74,0.61,10,1898,Delivered,50609.45
102194,2025-09-04,2025-12-04,2025-12-07,C2688,Europe,Poland,P88040,Smartatch,Electronics,S837,Vertexanufacturing,Northmerica,WH4,Istanbul,Road,249,82.14,252.86,9.4,3,330,Delivered,4590.77
102195,2024-01-07,2024-02-07,2024-07-14,C3825,Asia,Bangladesh,P59681,Shampooack,FMCG,S636,Atlasourcing,Middleast,WH9,Johannesburg,Rail,200,0.4,80.0,5.03,12,2163,Delivered,46.97
102196,2024-11-30,2024-11-30,2024-12-12,C6831,Northmerica,Unitedtates,P32593,Socksack,Apparel,S717,Crescentogistics,Europe,WH8,Chicago,Rail,150,9.9,985.0,6.77,9,1745,Delivered,1743.4
102197,2025-04-24,2025-04-24,2025-04-27,C3373,Northmerica,Canada,P24312,Shampooack,FMCG,S403,Novandustrial,Middleast,WH1,Karachi,Road,241,6.36,352.76,3.25,3,1650,Delivered,1343.98
102198,2024-08-18,2024-08-21,2024-08-26,C1695,Asia,India,P87585,Powerank,Electronics,S173,Orionupplies,Asia,WH8,Chicago,Air,455,47.51,12617.05,6.63,5,4454,Delivered,16737.13
102199,2024-03-16,2024-03-19,2024-03-20,C1201,Middleast,Unitedrabmirates,P19102,Socksack,Apparel,S211,BlueRiverrading,Africa,WH2,Lahore,Air,59,1.46,36.14,3.64,1,1240,Delivered,583.13
102200,2024-08-06,2024-09-06,2024-09-19,C2607,Europe,Netherlands,P30407,Shampooack,FMCG,S561,Pioneeristribution,Asia,WH1,Karachi,Road,183,6.59,865.97,0.52,13,1020,Delayed,459.48
102201,2025-11-22,2025-11-26,2025-12-20,C1553,Europe,Sweden,P20011,Sportswearet,Apparel,S122,Orionupplies,Northmerica,WH7,Toronto,Sea,309,6.13,4254.17,3.9,24,1006,Delivered,2562.85
102202,2024-08-26,2024-08-30,2024-09-01,C1561,Europe,Spain,P99336,Detergentag,FMCG,S854,Zenithrocurement,Asia,WH1,Karachi,Road,81,3.21,690.01,5.65,2,2955,Delivered,764.71
102203,2025-06-03,2025-09-03,2025-09-07,C3416,Europe,Spain,P93504,Hoodie,Apparel,S699,Orionupplies,Europe,WH1,Karachi,Air,127,8.95,3836.65,5.0,4,1600,Delivered,2265.25
102204,2025-09-23,2025-09-28,2025-10-02,C1411,Asia,Malaysia,P55179,Router,Electronics,S300,Evergreenartners,Middleast,WH4,Istanbul,Air,373,63.73,1071.29,0.46,4,1258,Delivered,9432.21
102205,2025-04-26,2025-04-30,2025-05-22,C1264,Africa,Egypt,P22473,Firstidit,Healthcare,S562,Atlasourcing,Asia,WH2,Lahore,Sea,412,0.02,304.24,0.11,22,591,Delayed,290.64
102206,2024-05-11,2024-08-11,2024-11-24,C9863,Northmerica,Unitedtates,P51986,Toothpasteox,FMCG,S431,Crescentogistics,Asia,WH4,Istanbul,Sea,458,1.47,833.26,2.6,16,882,Delivered,614.82
102207,2025-03-31,2025-03-31,2025-07-04,C1909,Africa,Egypt,P37265,Vitaminack,Healthcare,S612,BlueRiverrading,Africa,WH4,Istanbul,Road,354,4.17,556.18,8.9,6,772,Delivered,963.06
102208,2025-12-15,2025-12-16,2025-12-26,C6701,Middleast,Turkey,P71858,Sportswearet,Apparel,S278,Orionupplies,Asia,WH3,Dubai,Sea,211,1.34,392.74,1.66,10,3366,Delivered,534.99
102209,2024-07-29,2024-07-29,2024-08-21,C2828,Northmerica,Mexico,P99595,Snackarton,FMCG,S100,Summitupplyo,Northmerica,WH3,Dubai,Sea,307,6.29,1.03,3.28,19,2649,Delivered,888.6
102210,2025-05-06,2025-07-06,2025-07-12,C4962,Middleast,Saudirabia,P78480,Snackarton,FMCG,S889,Crescentogistics,Africa,WH1,Karachi,Rail,12,0.74,4.88,4.02,6,1481,Delivered,15.92
102211,2025-05-19,2025-05-19,2025-08-06,C9906,Middleast,Unitedrabmirates,P83993,Powerank,Electronics,S514,Pioneeristribution,Northmerica,WH9,Johannesburg,Sea,92,72.86,4303.12,4.21,20,4093,Delayed,1910.38
102212,2025-04-11,2025-06-11,2025-11-17,C1744,Asia,Bangladesh,P64689,Officehair,Furniture,S484,Pioneeristribution,Middleast,WH0,Cairo,Road,161,66.02,2829.22,5.86,11,626,Delayed,9698.42
102213,2025-07-09,2025-12-09,2025-12-11,C3256,Northmerica,Mexico,P59545,Storageabinet,Furniture,S968,Pioneeristribution,Middleast,WH4,Istanbul,Road,88,14.26,8854.88,0.58,2,1221,Delivered,3072.58
102214,2024-05-12,2024-10-12,2024-12-27,C7799,Middleast,Oman,P22679,Denimeans,Apparel,S519,Orionupplies,Africa,WH0,Cairo,Sea,460,8.56,737.6,4.2,17,3258,Delivered,5270.23
102215,2024-11-22,2024-11-24,2024-11-29,C5704,Middleast,Unitedrabmirates,P57234,Faceaskox,Healthcare,S625,BlueRiverrading,Middleast,WH4,Istanbul,Air,159,4.07,597.13,4.4,5,4893,Delivered,2308.38
102216,2025-02-12,2025-05-12,2025-11-12,C9056,Northmerica,Canada,P88727,Shampooack,FMCG,S404,Novandustrial,Africa,WH2,Lahore,Road,380,8.56,4652.8,0.78,6,1327,Delivered,744.58
102217,2024-08-24,2024-08-27,2024-09-04,C9843,Middleast,Turkey,P64325,Powerank,Electronics,S698,Novandustrial,Africa,WH3,Dubai,Road,63,97.87,8765.81,7.73,8,4858,Delivered,2641.22
102218,2024-03-18,2024-03-18,2024-03-22,C2484,Middleast,Unitedrabmirates,P67235,Handanitizerase,Healthcare,S507,Summitupplyo,Europe,WH0,Cairo,Rail,309,3.9,3565.1,5.19,4,3041,Delivered,1063.05
102219,2024-05-05,2024-10-05,2024-10-24,C4549,Middleast,Saudirabia,P94658,Flooramp,Furniture,S724,Evergreenartners,Middleast,WH4,Istanbul,Sea,313,7.47,4938.11,0.31,19,78,Inransit,5281.11
102220,2025-06-10,2025-10-10,2025-10-17,C8656,Africa,Morocco,P52898,Thermometer,Healthcare,S727,Atlasourcing,Asia,WH4,Istanbul,Road,132,0.02,58.64,3.55,7,828,Delivered,157.71
102221,2024-10-08,2024-10-08,2024-10-25,C3577,Northmerica,Mexico,P81123,Powerank,Electronics,S275,BlueRiverrading,Europe,WH2,Lahore,Sea,58,26.2,3119.6,1.77,17,1698,Delivered,1838.01
102222,2025-01-08,2025-01-08,2025-08-19,C9215,Asia,Vietnam,P98023,Shampooack,FMCG,S464,Orionupplies,Northmerica,WH9,Johannesburg,Sea,366,4.17,846.22,1.76,18,2129,Delivered,318.37
102223,2024-04-30,2024-04-30,2024-05-17,C9207,Africa,Nigeria,P83513,Router,Electronics,S981,Pioneeristribution,Africa,WH6,Amsterdam,Sea,463,60.35,4242.05,0.41,15,430,Delivered,5889.25
102224,2025-06-18,2025-06-19,2025-06-30,C8086,Northmerica,Unitedtates,P83309,Flooramp,Furniture,S314,Atlasourcing,Asia,WH8,Chicago,Sea,437,77.44,7541.28,1.97,11,4139,Delivered,15109.47
102225,2024-10-05,2024-10-05,2024-10-20,C1956,Africa,Southfrica,P21646,Vitaminack,Healthcare,S873,Zenithrocurement,Middleast,WH6,Amsterdam,Sea,94,4.34,287.96,6.61,15,357,Delivered,418.93
102226,2024-02-27,2024-03-03,2024-06-03,C4649,Europe,Sweden,P73253,Shampooack,FMCG,S145,Orionupplies,Europe,WH8,Chicago,Air,92,8.35,528.2,0.72,3,55,Delivered,503.34
102227,2025-11-29,2025-11-29,2025-12-04,C2775,Middleast,Unitedrabmirates,P41195,Sportswearet,Apparel,S885,Pioneeristribution,Europe,WH9,Johannesburg,Air,365,4.47,831.55,5.7,5,1745,Inransit,2140.15
102228,2024-07-16,2024-07-19,2024-07-25,C4072,Europe,Italy,P37482,Vitaminack,Healthcare,S131,Atlasourcing,Northmerica,WH7,Toronto,Road,250,9.06,765.0,6.7,6,1312,Delivered,1582.35
102229,2025-07-07,2025-12-07,2025-12-09,C9804,Europe,Poland,P67719,Shampooack,FMCG,S286,Novandustrial,Northmerica,WH6,Amsterdam,Air,19,8.73,45.87,0.46,2,3348,Delivered,131.84
102230,2024-08-21,2024-08-23,2024-09-05,C1898,Middleast,Qatar,P23262,Sportswearet,Apparel,S128,Novandustrial,Europe,WH5,Frankfurt,Sea,458,0.27,2183.66,4.57,13,569,Delivered,6875.31
102231,2025-09-16,2025-09-20,2025-09-26,C6951,Middleast,Oman,P86510,Denimeans,Apparel,S802,Evergreenartners,Asia,WH1,Karachi,Road,193,5.58,796.94,0.53,6,1303,Delayed,768.32
102232,2024-09-17,2024-09-22,2024-10-04,C1929,Northmerica,Unitedtates,P57673,Shampooack,FMCG,S716,BlueRiverrading,Asia,WH4,Istanbul,Sea,171,9.08,972.68,0.99,12,673,Delivered,413.94
102233,2025-09-15,2025-09-18,2025-09-22,C2674,Middleast,Turkey,P62204,Hoodie,Apparel,S483,Novandustrial,Africa,WH2,Lahore,Air,465,3.75,9643.75,8.65,4,2069,Delivered,5592.79
102234,2025-04-25,2025-04-29,2025-05-05,C7251,Asia,Malaysia,P96644,Toothpasteox,FMCG,S675,Vertexanufacturing,Asia,WH1,Karachi,Road,312,4.91,891.92,1.46,6,3543,Cancelled,-132.97
102235,2025-05-10,2025-08-10,2025-11-10,C1376,Northmerica,Unitedtates,P19257,Toothpasteox,FMCG,S652,Novandustrial,Asia,WH8,Chicago,Road,498,0.25,44.5,3.42,3,1552,Delivered,1318.97
102236,2025-08-08,2025-09-08,2025-09-19,C8884,Northmerica,Canada,P55785,Hoodie,Apparel,S103,Atlasourcing,Europe,WH3,Dubai,Rail,80,4.41,352.8,2.15,11,1151,Delivered,557.45
102237,2024-08-31,2024-08-31,2024-09-09,C8440,Asia,Pakistan,P19402,Thirtundle,Apparel,S693,Atlasourcing,Africa,WH9,Johannesburg,Rail,462,8.35,7717.7,1.2,9,1400,Delivered,2311.32
102238,2025-03-08,2025-08-08,2025-08-20,C4205,Africa,Southfrica,P41090,Bluetoothpeaker,Electronics,S477,Crescentogistics,Asia,WH5,Frankfurt,Rail,459,2.49,84742.91,6.87,12,328,Delivered,33184.58
102239,2024-09-11,2024-10-11,2024-11-15,C9302,Northmerica,Canada,P84635,Thermometer,Healthcare,S132,Orionupplies,Africa,WH0,Cairo,Rail,115,8.51,278.65,4.83,5,1565,Delivered,565.18
102240,2025-04-11,2025-06-11,2025-11-27,C8288,Africa,Kenya,P40755,Router,Electronics,S428,Crescentogistics,Northmerica,WH9,Johannesburg,Sea,333,98.35,6050.55,3.08,21,1256,Delivered,12825.39
102241,2024-11-06,2024-11-06,2024-11-11,C8732,Middleast,Qatar,P53726,Router,Electronics,S309,Atlasourcing,Asia,WH3,Dubai,Air,71,56.64,5321.44,9.8,5,978,Delivered,2400.06
102242,2025-10-27,2025-10-31,2025-12-11,C7667,Middleast,Unitedrabmirates,P87869,Powerank,Electronics,S325,Pioneeristribution,Middleast,WH2,Lahore,Rail,212,46.24,2202.88,0.8,12,1306,Delivered,2144.47
102243,2024-10-15,2024-10-19,2024-10-23,C2497,Europe,Italy,P20935,Studyable,Furniture,S558,Evergreenartners,Europe,WH7,Toronto,Air,21,79.41,767.61,1.64,4,1561,Delivered,209.84
102244,2024-09-23,2024-09-27,2024-10-14,C6293,Europe,Germany,P77827,Vitaminack,Healthcare,S843,BlueRiverrading,Europe,WH2,Lahore,Sea,168,3.08,2277.44,5.6,17,372,Delivered,2546.88
102245,2025-09-02,2025-12-02,2025-12-09,C2797,Africa,Southfrica,P12257,Storageabinet,Furniture,S108,Novandustrial,Africa,WH1,Karachi,Road,66,8.78,379.48,1.64,7,645,Delivered,3103.09
102246,2024-11-25,2024-11-28,2024-12-11,C7299,Europe,Spain,P97091,Sportswearet,Apparel,S580,BlueRiverrading,Asia,WH3,Dubai,Rail,239,8.98,4096.22,6.7,13,1070,Delivered,2658.08
102247,2025-01-24,2025-01-25,2025-01-26,C6831,Middleast,Qatar,P58431,Shampooack,FMCG,S298,BlueRiverrading,Europe,WH7,Toronto,Air,241,8.35,422.35,1.56,1,931,Inransit,717.7
102248,2025-06-15,2025-06-19,2025-06-21,C5374,Middleast,Qatar,P69272,Detergentag,FMCG,S128,Zenithrocurement,Africa,WH5,Frankfurt,Road,435,6.84,6025.4,3.16,2,228,Inransit,1465.76
102249,2025-01-22,2025-01-25,2025-02-01,C7443,Asia,Bangladesh,P99262,Sportswearet,Apparel,S562,Pioneeristribution,Northmerica,WH8,Chicago,Road,47,8.15,613.05,8.45,7,1363,Delivered,641.61
102250,2025-01-14,2025-01-19,2025-01-29,C9676,Europe,Germany,P34821,Handanitizerase,Healthcare,S399,Summitupplyo,Europe,WH0,Cairo,Road,167,5.15,210.05,2.48,10,2034,Delivered,1121.95
102251,2025-02-05,2025-07-05,2025-12-05,C1678,Middleast,Oman,P77561,Bluetoothpeaker,Electronics,S622,Pioneeristribution,Middleast,WH7,Toronto,Rail,210,97.79,3535.9,6.07,5,2386,Inransit,17098.45
102252,2025-06-11,2025-08-11,2025-11-19,C8208,Europe,Germany,P13722,Detergentag,FMCG,S734,Pioneeristribution,Northmerica,WH9,Johannesburg,Rail,66,6.33,397.78,9.71,11,3284,Delivered,302.86
102253,2024-12-13,2024-12-15,2025-07-01,C4240,Europe,Spain,P89267,Officehair,Furniture,S634,Summitupplyo,Africa,WH8,Chicago,Sea,426,12.29,7835.54,7.13,23,4121,Delivered,10332.79
102254,2025-10-01,2025-10-01,2025-10-04,C5473,Northmerica,Unitedtates,P19179,Wirelessarbuds,Electronics,S508,Novandustrial,Africa,WH0,Cairo,Air,189,24.67,2462.63,2.48,3,1280,Delivered,7068.12
102255,2024-06-28,2024-06-28,2024-07-03,C3035,Asia,Bangladesh,P28368,Bookshelf,Furniture,S702,Orionupplies,Northmerica,WH6,Amsterdam,Road,376,84.71,9450.96,3.01,5,2744,Delivered,11519.36
102256,2024-03-21,2024-03-24,2024-04-02,C2601,Asia,Vietnam,P50888,Flooramp,Furniture,S133,BlueRiverrading,Northmerica,WH9,Johannesburg,Road,489,5.36,6631.04,4.84,9,2531,Delivered,9479.37
102257,2025-03-06,2025-05-06,2025-12-06,C9767,Middleast,Turkey,P51411,Detergentag,FMCG,S206,Evergreenartners,Africa,WH2,Lahore,Rail,340,6.03,450.2,3.69,7,1814,Delivered,980.76
102258,2025-06-29,2025-06-29,2025-07-13,C8704,Northmerica,Mexico,P99218,Bottledaterase,FMCG,S717,Pioneeristribution,Europe,WH7,Toronto,Rail,234,7.48,1110.32,2.75,11,1080,Delivered,2453.24
102259,2024-12-05,2024-12-05,2024-12-11,C2685,Middleast,Saudirabia,P67852,Powerank,Electronics,S367,Pioneeristribution,Europe,WH3,Dubai,Air,107,50.56,6809.92,1.8,6,986,Delivered,4593.48
102260,2024-04-20,2024-04-25,2024-05-03,C6365,Europe,Netherlands,P17089,Shampooack,FMCG,S297,Zenithrocurement,Middleast,WH7,Toronto,Road,239,0.43,882.77,0.64,8,710,Delivered,512.69
102261,2025-09-13,2025-09-16,2025-10-01,C2713,Northmerica,Mexico,P53441,Vitaminack,Healthcare,S550,Orionupplies,Africa,WH4,Istanbul,Sea,116,9.81,297.96,1.36,15,3889,Delivered,217.07
102262,2025-03-09,2025-08-09,2025-09-13,C2566,Middleast,Oman,P21344,Shampooack,FMCG,S147,Crescentogistics,Africa,WH9,Johannesburg,Air,445,8.75,2793.75,0.47,5,2065,Delivered,2200.23
102263,2024-05-05,2024-06-05,2024-06-24,C7771,Northmerica,Unitedtates,P41460,Vitaminack,Healthcare,S628,Pioneeristribution,Middleast,WH0,Cairo,Sea,348,9.77,1239.96,0.88,19,2787,Delivered,4905.9
102264,2024-01-16,2024-01-21,2024-01-25,C3905,Northmerica,Unitedtates,P71407,Storageabinet,Furniture,S652,Orionupplies,Asia,WH6,Amsterdam,Air,141,7.62,3374.42,5.83,4,2610,Delivered,5909.62
102265,2025-01-05,2025-04-05,2025-08-05,C4800,Africa,Egypt,P36866,Denimeans,Apparel,S675,BlueRiverrading,Europe,WH2,Lahore,Rail,367,1.25,8808.75,6.15,4,3206,Delivered,2129.23
102266,2024-02-16,2024-02-19,2024-03-02,C8264,Northmerica,Unitedtates,P72054,Smartatch,Electronics,S148,Zenithrocurement,Europe,WH4,Istanbul,Rail,500,30.06,65030.0,5.66,12,262,Inransit,26651.15
102267,2024-03-15,2024-03-20,2024-04-02,C7044,Europe,Poland,P20924,Router,Electronics,S400,Zenithrocurement,Middleast,WH6,Amsterdam,Sea,415,18.42,73644.3,1.96,13,1858,Delivered,19835.9
102268,2024-12-31,2025-01-01,2025-11-01,C8798,Africa,Southfrica,P93081,Bookshelf,Furniture,S102,Evergreenartners,Middleast,WH8,Chicago,Rail,291,49.8,1791.8,5.22,10,1768,Delivered,7427.24
102269,2024-08-02,2024-08-02,2024-08-06,C7059,Asia,India,P67202,Bottledaterase,FMCG,S332,Novandustrial,Africa,WH7,Toronto,Air,343,2.19,4471.17,0.64,4,1293,Delivered,2061.45
102270,2024-09-26,2024-09-28,2024-10-14,C4009,Africa,Nigeria,P86821,Thermometer,Healthcare,S614,Pioneeristribution,Africa,WH5,Frankfurt,Rail,444,9.47,5284.68,5.8,16,791,Delivered,8068.24
102271,2024-07-11,2024-08-11,2024-11-16,C7861,Northmerica,Mexico,P10357,Firstidit,Healthcare,S656,Summitupplyo,Northmerica,WH3,Dubai,Rail,250,2.46,5615.0,0.26,8,1537,Delivered,1366.21
102272,2025-04-14,2025-04-19,2025-04-24,C6515,Asia,India,P49860,Hoodie,Apparel,S284,Zenithrocurement,Middleast,WH9,Johannesburg,Air,468,7.53,2244.04,5.25,5,945,Delivered,2585.29
102273,2024-09-03,2024-09-03,2024-09-10,C5142,Asia,Pakistan,P26006,Powerank,Electronics,S688,Atlasourcing,Northmerica,WH4,Istanbul,Rail,436,0.49,6373.64,7.06,7,1952,Delivered,5304.7
102274,2025-07-13,2025-07-14,2025-07-17,C3667,Europe,Germany,P57976,Thermometer,Healthcare,S836,Orionupplies,Northmerica,WH9,Johannesburg,Air,326,0.02,614.52,9.39,3,1909,Delivered,438.74
102275,2024-10-28,2024-10-28,2024-11-02,C7717,Middleast,Unitedrabmirates,P76652,Wirelessarbuds,Electronics,S518,Evergreenartners,Europe,WH2,Lahore,Road,486,99.65,7029.9,4.65,5,989,Delivered,16534.29
102276,2024-06-18,2024-06-20,2024-06-30,C7609,Europe,Germany,P31788,Firstidit,Healthcare,S756,Orionupplies,Northmerica,WH3,Dubai,Rail,133,9.77,1939.41,4.93,10,554,Delivered,1266.79
102277,2025-01-12,2025-05-12,2025-11-12,C4422,Northmerica,Unitedtates,P98197,Wirelessarbuds,Electronics,S942,Evergreenartners,Asia,WH6,Amsterdam,Air,144,39.9,8945.6,3.42,6,1811,Delivered,9071.19
102278,2024-12-17,2024-12-19,2024-12-20,C7501,Europe,Poland,P46126,Shampooack,FMCG,S778,Crescentogistics,Europe,WH9,Johannesburg,Air,49,5.56,62.44,2.69,1,329,Delivered,131.1
102279,2025-07-22,2025-07-27,2025-08-03,C8500,Middleast,Qatar,P68812,Firstidit,Healthcare,S869,Zenithrocurement,Africa,WH3,Dubai,Air,495,6.34,3038.3,0.84,7,2235,Delivered,2269.21
102280,2024-05-20,2024-05-25,2024-06-02,C5158,Middleast,Turkey,P42001,Powerank,Electronics,S575,Zenithrocurement,Northmerica,WH2,Lahore,Rail,246,4.43,289.78,8.56,8,2604,Delivered,9086.2
102281,2024-12-28,2025-01-01,2025-03-01,C8523,Northmerica,Unitedtates,P92283,Officehair,Furniture,S641,BlueRiverrading,Middleast,WH6,Amsterdam,Air,175,27.05,2233.75,3.79,2,1236,Delivered,5246.02
102282,2025-11-24,2025-11-25,2025-12-09,C3673,Northmerica,Canada,P33581,Studyable,Furniture,S710,BlueRiverrading,Europe,WH9,Johannesburg,Sea,275,11.37,626.75,0.8,14,134,Delivered,8087.66
102283,2024-10-28,2024-10-30,2024-11-18,C9010,Middleast,Turkey,P39230,Vitaminack,Healthcare,S215,Crescentogistics,Middleast,WH5,Frankfurt,Sea,31,4.91,82.21,0.24,19,2835,Delivered,114.17
102284,2024-05-12,2024-06-12,2024-07-12,C3077,Middleast,Unitedrabmirates,P36165,Thermometer,Healthcare,S971,Crescentogistics,Asia,WH7,Toronto,Air,272,0.02,181.44,5.19,1,1191,Delivered,141.68
102285,2025-01-08,2025-05-08,2025-09-08,C8445,Northmerica,Unitedtates,P75573,Handanitizerase,Healthcare,S655,Summitupplyo,Europe,WH2,Lahore,Rail,16,3.56,16.96,9.03,4,1440,Delivered,165.77
102286,2025-08-11,2025-12-11,2025-12-20,C9247,Asia,Vietnam,P21377,Officehair,Furniture,S243,Novandustrial,Northmerica,WH8,Chicago,Rail,32,2.6,643.2,8.81,9,1446,Delivered,630.32
102287,2024-06-01,2024-07-01,2024-10-01,C6312,Asia,Bangladesh,P38973,Flooramp,Furniture,S851,Zenithrocurement,Europe,WH8,Chicago,Road,61,18.57,3332.77,0.86,3,73,Delivered,2921.86
102288,2025-09-01,2025-09-01,2025-09-02,C1227,Northmerica,Unitedtates,P86992,Firstidit,Healthcare,S714,BlueRiverrading,Africa,WH6,Amsterdam,Air,397,3.76,3402.72,4.14,1,1087,Delivered,1666.97
102289,2025-09-29,2025-09-30,2025-10-04,C7918,Asia,Malaysia,P35035,Handanitizerase,Healthcare,S807,Zenithrocurement,Europe,WH8,Chicago,Air,94,1.96,824.24,0.32,4,1933,Delivered,749.83
102290,2025-05-02,2025-06-02,2025-06-10,C2867,Middleast,Saudirabia,P29207,Storageabinet,Furniture,S218,Orionupplies,Middleast,WH0,Cairo,Rail,484,15.87,6081.08,2.84,8,329,Delivered,10423.97
102291,2025-10-13,2025-10-13,2025-10-29,C7763,Northmerica,Mexico,P95062,Shampooack,FMCG,S529,Evergreenartners,Africa,WH0,Cairo,Rail,99,0.4,34.6,2.84,16,555,Delayed,90.06
102292,2025-12-24,2025-12-26,2025-12-30,C2724,Northmerica,Mexico,P73862,Flooramp,Furniture,S195,Novandustrial,Middleast,WH7,Toronto,Air,162,66.87,3232.94,6.49,4,855,Delivered,6896.48
102293,2025-11-24,2025-11-24,2025-12-07,C7764,Africa,Kenya,P13399,Officehair,Furniture,S663,Novandustrial,Africa,WH0,Cairo,Sea,215,48.27,1878.05,0.71,13,3463,Delivered,1160.11
